I Give You My Heart,1866132,"This is my desire
To honor you
Lord with all my heart
I worship you
All I have within me
I give You praise
All that I adore is in you

Lord, I give you my heart
I give you my soul
I live for you alone
Every breath that I take
Every moment I'm awake
Lord, have your way in me"
Unto You,6415701,"All creation cries your name
Falling down before your throne
Where the mighty anthem reigns
Unto you alone

There is no greater God than our king
There is no greater song we could sing

For you are, holy
Lord you are, worthy
Unto you, glory in the highest

All the kingdoms of this world
Will surrender to you God
Oh forever you will stand
And reign victorious

Every creature great and small
Saints and angels one and all
Bow in reverence at your feet"
Father You Are All We Need,7035487,"VERSE 1
Our Father who in Heaven reigns
How great and mighty is Your name
Your kingdom come, Your will be done
Now here on earth as is above

Oh, give to us our daily bread
And keep our hungry spirits fed
May all our satisfaction be
In You whose grace has set us free

CHORUS
Give us hope, give us faith
Help us trust in Your guidance
From the depths of Your grace
You have richly provided
Thank You, thank You
Father, You are all we need
Father, You are all we need

VERSE 2
Forgive us all our trespasses
As we forgive when sinned against
Though evil seeks to hide Your face
We fix our eyes on You by faith

BRIDGE
We lift You high above all names
Your kingdom will forever reign
To You the glory and the power forevermore
We lift You high above all names
Your kingdom will forever reign
To You the glory and the power forevermore"
Messiah,659728,"Messiah, Deliverer,
Jesus Christ, God's own son
Our Saviour, Redeemer,
God's own Christ, the Chosen One
Messiah, Deliverer,
Jesus Christ, God's own son
Our Saviour, Redeemer,
God's own Christ, the Chosen One

I will give praises to the Holy One
I will give praise to the Lamb
Praises to the Holy One
I will give praise to the Lamb"
'Tis So Sweet To Trust In Jesus (Trust In Jesus),22609,"Tis so sweet to trust in Jesus,
Just to take Him at His word;
Just to rest upon His promise;
Just to know, Thus saith the Lord.

Jesus, Jesus, how I trust Him,
How I’ve proved Him o’er and o’er,
Jesus, Jesus, Precious Jesus!
O for grace to trust Him more.

O how sweet to trust in Jesus,
Just to trust His cleansing blood;
Just in simple faith to plunge me,
’Neath the healing, cleansing flood.

Yes, ’tis sweet to trust in Jesus,
Just from sin and self to cease;
Just from Jesus simply taking
Life, and rest, and joy, and peace.

I’m so glad I learned to trust Thee,
Precious Jesus, Savior, Friend;
And I know that Thou art with me,
Wilt be with me to the end."
Before The Throne Of God Above,2306412,"Before the throne of God above,
I have a strong and perfect plea,
a great High Priest whose name is Love,
who ever lives and pleads for me.
My name is graven on his hands,
my name is written on his heart.
I know that while in heav'n he stands,
no tongue can bid me thence depart,
no tongue can bid me thence depart.

When Satan tempts me to despair
and tells me of the guilt within,
upward I look and see him there,
who made an end to all my sin.
Because the sinless Savior died,
my sinful soul is counted free;
for God, the just, is satisfied
to look on him and pardon me,
to look on him and pardon me.

Behold him there, the risen Lamb,
my perfect, spotless righteousness,
the great unchangeable I AM,
the King of glory and of grace!
One with himself I cannot die.
My soul is purchased by his blood!
My life is hid with Christ on high,
with Christ, my Savior and my God,
with Christ, my Savior and my God."
Father Me,,"VERSE 1
Father, come father me
For your wisdom is what I seek
Instruct me in your word and give me eyes to see
Father, father me

VERSE 2
Father, come set me free
Break any chains that are holding me
Forgive my sin and wash my conscience clean
Father, father me

CHORUS 1
From time everlasting
In love you adopted me
Abba father
Your grace abounds to me

VERSE 3
Father, reveal your will to me
Where you are is where I want to be
For you I thirst; your face is all I seek
Father, father me

VERSE 4
Father, give me a heart of love
Conform me to the image of your son
Cause me grow in grace and in maturity
Father, father me

CHORUS 2
With firmness and mercy
Your hand has guided me
Abba father
Your grace abounds to me

VERSE 5
Father, lead me to my home
I long to hear the words “Come in; well done”
To enter your presence and your joy eternally
Father, father me"
Exalt The Lord,768066,"Exalt the Lord our God, (echo)
And worship at His feet. (echo)

Exalt the Lord our God, (echo)
And worship at His feet. (echo)
For He is Holy

For the Lord our God, He is holy
For the Lord our God, He is holy
For the Lord our God, He is holy

Yes, the Lord our God, He is holy"
In the Shadow,,"VERSE 1
In the shadow of your wings
I will take my refuge in your strength
And the gates of hell won't prevail
O King of Israel

CHORUS
All hail Jehova God, Yeshua
All hail the great I AM, hallelujah
Jesus, King of Israel
We love you, King of Israel"
Lion Of Judah,1079280,"You're the Lion of Judah, the Lamb that was slain
You ascended to heaven and ever more will reign
At the end of the age when the earth You reclaim
You will gather the nations before You

And the eyes of all men will be fixed on the Lamb
Who was crucified
With wisdom and mercy and justice You'll reign
At Your Father's side

And the angels will cry: ""Hail the Lamb
Who was slain for the world, Rule in power""
And the earth will reply: ""You shall reign
As the King of all kings and the Lord of all lords""

There's a shield in our hand and a sword at our side
There's a fire in our spirits that cannot be denied
As the Father has told us for these You have died
For the nations that gather before You

And the ears of all men need to hear of the Lamb
Who was crucified
Who suffered and died yet was raised up to reign
At the Father's side"
Amazing Love,192553,"My Lord what love is this
That pays so dearly
That I, the guilty one may go free

Amazing love, o what sacrifice
The Son of God given for me
My debt He pays and my death He dies
That I might live
That I might live

And so they watched Him die
Despised, rejected
But oh, the blood He shed flowed for me

And now this love of Christ
Shall flow like rivers
Come wash your guilt away, live again"
Great Is Your Love,,"The steadfast love of the Lord never ceases,
His mercies never come to an end
They are new every morning, new every morning
Great is your love, O Lord, O Lord, O!
Great is your love, O Lord.

Where can I flee away from your presence,
No matter where I run you are there
You are ever beside me, ever beside me
Great is your love, O Lord, O Lord, O!
Great is your love, O Lord.

The Lord our God is good,
His love endures forevermore!
Not death not life, nor height nor depth,
Can separate us from your love, Lord
Great is your faithful love.

We will draw near with hearts of assurance,
hold to our hope without wavering
He who promised is faithful, his promise is faithful
Great is your love, O Lord, O Lord, O!
Great is your love, O Lord.

We once were lost but in mercy you saved us,
Your kindness drew us into your arms
You have made us your children, made us your children
Great is your love, O Lord, O Lord, O!
Great is your love, O Lord."
You Are Good,3383788,"Lord, You are good
And Your mercy endureth forever
Lord, You are good
And Your mercy endureth forever

People from every nation and tongue
From generation to generation

We worship you
Hallelujah, Hallelujah
We worship you for who you are

We worship you
Hallelujah, Hallelujah
We worship you for who you are
Who you are, who you are

You are good all the time
All the time You are good
You are good all the time
All the time You are good"
Crown Him With Many Crowns,7034991,"Crown him with many crowns,
The Lamb upon his throne.
Hark! How the heavenly anthem drowns
All music but its own.
Awake, my soul, and sing of him
Who died for thee,
And hail him as thy matchless King
Through all eternity.

Crown him the Lord of life,
Who triumphed over the grave,
And rose victorious in the strife
For those he came to save.
Whose glories now we sing,
Who died, and rose on high,
Who died eternal life to bring,
And lives that death may die.

Crown him the Lord of love,
Behold his hands and side,
Those wounds, yet visible above,
In beauty glorified.
All hail, Redeemer, hail
For thou has died for me
They praise and glory shall not fail
Through all eternity.

Crown him the Lord of peace,
Whose power a scepter sways
From pole to pole, that wars may cease,
And all be prayer and praise.
His reign shall know no end,
And round his pierced feet
Fair flowers of paradise extend
Their fragrance ever sweet.

Crown him the Lord of years,
The Potentate of time,
Creator of the rolling spheres,
Ineffably sublime.
All hail, Redeemer, hail!
For thou has died for me;
Thy praise and glory shall not fail
Throughout eternity.
"
Hark The Herald Angels Sing,27738,"Hark! The herald angels sing,
“Glory to the newborn King;
Peace on earth, and mercy mild,
God and sinners reconciled!”
Joyful, all ye nations rise,
Join the triumph of the skies;
With th’angelic host proclaim,
“Christ is born in Bethlehem!”

Hark! the herald angels sing,
“Glory to the newborn King!”

Christ, by highest Heav’n adored;
Christ the everlasting Lord;
Late in time, behold Him come,
Offspring of a virgin’s womb.
Veiled in flesh the Godhead see;
Hail th’incarnate Deity,
Pleased with us in flesh to dwell,
Jesus our Emmanuel

Hail the heav’nly Prince of Peace!
Hail the Sun of Righteousness!
Light and life to all He brings,
Ris’n with healing in His wings.
Mild He lays His glory by,
Born that man no more may die;
Born to raise the sons of earth,
Born to give them second birth."
Joy To The World,24016,"Joy to The world! the Lord is come
Let earth receive her King
Let ev'ry heart prepare him room
And heaven and nature sing
And heaven and nature sing
And heaven, and heaven,  and nature sing

Joy to the world! the Savior reigns
Let men their songs employ
While fields and floods, rocks, hills and plains
Repeat the sounding joy
Repeat the sounding joy
Repeat repeat the sounding joy

No more let sins and sorrows grow
Nor thorns infest the ground
He comes to make His blessings flow
Far as the curse is found
Far as the curse is found
Far as, far as the curse is found

He rules the world with truth and grace
And makes the nations prove
The glories of His righteousness
And wonders of His love
And wonders of His love
And wonder wonders of His love

Joyful, joyful we adore Thee
God of glory, Lord of love
And hearts unfold like flowers before Thee
Opening to the sun above"
O Holy Night,32015,"O holy night, the stars are brightly shining,
It is the night of our dear Savior’s birth.
Long lay the world in sin and error pining,
Till He appeared and the soul felt its worth.
A thrill of hope, the weary world rejoices,
For yonder breaks a new and glorious morn.
Fall on your knees, O hear the angel voi-ces!
O night divine, O night when Christ was born!
O night divine, o night when christ was born!

Humbly He lay, Creator come as creature,
Born on the floor of a hay-scattered stall.
True Son of God, yet bearing human feature,
He entered earth to reverse Adam’s fall.
In towering grace, He laid aside His glory,
And in our place, was sacrificed for sin.
Fall on your knees! O hear the gospel sto-ry!
O night divine, O night when Christ was born!
O night divine, o night when christ was born!

Come then to Him Who lies within the manger,
With joyful shepherds, proclaim Him as Lord.
Let not the Promised Son remain a stranger;
In reverent worship, make Christ your Adored.
Eternal life is theirs who would receive Him;
With grace and peace, their lives He will adorn.
Fall on your knees! Receive the Gift of heaven!
O night divine, O night when Christ was born!
O night divine, o night when christ was born! "
O Come All Ye Faithful,31054,"Oh, come, all ye faithful,
Joyful and triumphant!
Oh, come ye, oh come ye to Bethlehem.
Come and behold him,
Born the King of angels

Oh, come, let us adore him;
Oh, come, let us adore him;
Oh, come, let us adore him,
Christ, the Lord.

Sing, choirs of angels,
Sing in exultation;
Sing, all ye citizens of heav'n above!
Glory to God,
Glory in the highest;

Yea, Lord, we greet thee,
Born this happy morning;
Jesus, to thee be all glory giv'n.
Son of the Father,
Now in flesh appearing "
Unending Love,282315,"Father I come to you, lifting up my hands
In the name of Jesus, by your grace I stand
Just because you love me, and I love your son
I know your favor, unending love

I receive your favour, your unending love
Not because I’ve earned it, not for what I’ve done
Just because you love me and I love your son
I know your favour, unending love

Unending love, your unending love
Unending love, your unending love

It’s the presence of Your kingdom
As Your glory ﬁlls this place
And I see how much You love me as I look into Your face
Nothing could be better, there’s nothing I would trade
For Your favour, unending love."
Praise Adonai,2612742,"Who is like Him
The Lion and the Lamb
Seated on the throne
Mountains bow down
Every ocean roars
To the Lord of hosts

Praise Adonai
From the rising of the sun
Till the end of every day
Praise Adonai
All the nations of the earth
All the angels and the saints
Sing Praise

Who is like him
The king of all the earth;
who reigns forevermore
Every knee will bow
And every tongue confess
that Jesus Christ is Lord"
As The Deer,1431,"As the deer panteth for the water
So my soul longeth after thee
You alone are my hearts desire
And I long to worship thee

You alone are my strength, my shield
To You alone may my spirit yield
You alone are my hearts desire
And I long to worship thee

You're my friend and You are my brother,
Even though you are a king.
I love you more than any other,
So much more than anything."
Amazing Grace (My Chains Are Gone),4768151,"Amazing grace
How sweet the sound
That saved a wretch like me
I once was lost, but now I'm found
Was blind, but now I see

'Twas grace that taught my heart to fear
And grace my fears relieved
How precious did that grace appear
The hour I first believed

My chains are gone
I've been set free
My God, my Savior has ransomed me
And like a flood His mercy reigns
Unending love, amazing grace

The Lord has promised good to me
His word my hope secures
He will my shield and portion be
As long as life endures

The earth shall soon dissolve like snow
The sun forbear to shine
But God, Who called me here below,
Will be forever mine.
Will be forever mine.
You are forever mine."
Good Shepherd,,"Lord Jesus you are my good shepherd,
I shall not want
You make me lie down in green pastures,
Beside waters of rest
You lead me on paths that are upright,
And you restore my soul
These things you do,
You do for love and for the glory of your name

Though I walk through the valley of death’s shadow
I won’t fear because you are with me
Your rod and staff, they comfort me

You have prepared a table for me
In the presence of my foes
You have anointed me with oil,
My cup has overﬂowed
All of my days goodness and mercy
Shall surely follow me
And I will worship you forever;
With you I'll always be

In Christ I’ve been forgiven
In Christ I’ve been set free
In Christ I have redemption
Lord you have been good to me
In Christ I’ve been made holy
In Christ I’m sanctiﬁed
In Christ I’m born again
In Christ alone I’m made alive!"
Nothing But The Blood,4329411,"What can wash away my sin?
Nothing but the blood of Jesus;
What can make me whole again?
Nothing but the blood of Jesus.

Oh! precious is the flow
That makes me white as snow;
No other fount I know,
Nothing but the blood of Jesus.

For my pardon, this I see,
Nothing but the blood of Jesus;
For my cleansing this my plea,
Nothing but the blood of Jesus.

Nothing can for sin atone,
Nothing but the blood of Jesus;
Naught of good that I have done,
Nothing but the blood of Jesus.

This is all my hope and peace,
Nothing but the blood of Jesus;
This is all my righteousness,
Nothing but the blood of Jesus.

Now by this I'll overcome
Nothing but the blood of Jesus,
Now by this I'll reach my home
Nothing but the blood of Jesus.

Glory! Glory! This I sing
Nothing but the blood of Jesus,
All my praise for this I bring
Nothing but the blood of Jesus."
Psalm 46 (Lord Of Hosts),7053138,"O come behold the works of God
The nations at His feet
He breaks the bow and bends the spear
And tells the wars to cease
O Mighty One of Israel
You are on our side
We walk by faith in God who burns the chariots with fire

Lord of Hosts, You're with us
With us in the fire
With us as a shelter
With us in the storm
You will lead us
Through the fiercest battle
Oh where else would we go
But with the Lord of Hosts

O God of Jacob, fierce and great
You lift Your voice to speak
The earth it bows and all
The mountains move into the sea
O Lord You know the hearts of men
And still you let them live
O God, who makes the mountains melt
Come wrestle us and win
O God who makes the mountains melt
Come wrestle us and win

Though oceans roar, You are the Lord of all
The one who calms the wind and waves
And makes my heart be still
Though the earth gives way,
The mountains move into the sea
The nations rage, I know my God is in control"
Blessed Be Your Name,,"VERSE 1
Incline your ear to my cry O Lord
Let my prayer come before you
My soul is troubled and I’m overwhelmed
Sorrow blinds so I can’t see
Though darkness gathers round
I will call upon your name

CHORUS
Blessed be your name, O Lord,
When you give and take away
Blessed be your name, O Lord,
When my heart is filled with pain
Blessed be your name, O Lord,
My lips will sing your praise
Blessed be your name, O Lord,
I will trust in all your ways

VERSE 2
Hear, O Lord, for to you I call
Hear my cry for your mercy
You are my refuge you are my strength
My salvation and my song
You deliver all who trust in you
Who call upon your name

BRIDGE
Through the trials and the tests
In the midst of my distress
I will trust in you alone!
I will trust in you alone!"
How Great Thou Art,14181,"Oh Lord my God, when I in awesome wonder
Consider all the world Thy hands have made
I see the stars, I hear the rolling thunder
Thy power throughout the universe displayed

Then sings my soul, my Savior God to Thee
How great Thou art, how great Thou art
Then sings my soul, my Savior God to Thee
How great Thou art, how great Thou art

And when I think that God, His son not sparing
Sent Him to die I scarce can take it in
That on the cross my burden gladly bearing
He bled and died to take away my sin

When Christ shall come with shout of acclamation
And take me home what joy shall feel my heart
Then I shall bow in humble adoration and there proclaim
My God, how great Thou art"
Great Is Thy Faithfulness,18723,"Great is Thy faithfulness, O God my Father;
There is no shadow of turning with Thee;
Thou changest not, Thy compassions, they fail not;
As Thou hast been Thou forever wilt be.

Great is Thy faithfulness!
Great is Thy faithfulness!
Morning by morning new mercies I see:
All I have needed Thy hand hath provided—
Great is Thy faithfulness, Lord, unto me!

Summer and winter and springtime and harvest,
Sun, moon, and stars in their courses above
Join with all nature in manifold witness
To Thy great faithfulness, mercy, and love.

Pardon for sin and a peace that endureth,
Thine own dear presence to cheer and to guide,
Strength for today and bright hope for tomorrow—
Blessings all mine, with ten thousand beside!"
I Surrender All,23189,"All to Jesus I surrender,
All to him I freely give;
I will ever love and trust him,
In his presence daily live.

I surrender all,
I surrender all,
All to thee, my blessed Savior,
I surrender all.

All to Jesus I surrender,
Humbly at his feet I bow,
Worldly pleasures all forsaken,
Take me, Jesus, take me now.

All to Jesus I surrender;
Make me, Savior, wholly thine;
Let me feel the Holy Spirit,
Truly know that thou art mine.

All to Jesus I surrender,
Lord, I give myself to thee,
Fill me with thy love and power,
Let thy blessing fall on me.

All to Jesus I surrender;
Now I feel the sacred flame.
Oh, the joy of full salvation!
Glory, glory, to his name!"
Agnus Dei,626713,"Alleluia
Alleluia
For the Lord God Almighty reigns

Alleluia
Alleluia
For the Lord God Almighty reigns

Alleluia
Holy
Holy are You Lord God Almighty
Worthy is the Lamb
Worthy is the Lamb

You are holy
Holy are you Lord God Almighty
Worthy is the Lamb
Worthy is the Lamb
"
Jesus Overcame,,"Because of Jesus my sins are washed away
Because of Jesus my sins are washed away
You know he suffered, bled, and died
And my debt is fully paid

He has conquered! O death where is your sting?
Yes he has conquered! O death where is your sting?
My body may be sown in weakness
But I'll be raised in victory

I don't have to live in fear and be dismayed
And I don't have to live in guilt or be ashamed
No I don't have to live in darkness and in pain
I can live a life of love and overcome
Cause Jesus overcame

He is the answer for all that's ailing you
He is the answer for all that's ailing you
He is the greatest physician
He got some medicine for you

You don't have to live in fear and be dismayed
And you don't have to live in guilt or be ashamed
No you don't have to live in darkness and in pain
You can live a life of love and overcome
Cause Jesus overcame

We have a future and it's looking pretty bright
We have a future and it's looking pretty bright
And there is one thing for certain
He gonna set everything right

We don't have to live in fear and be dismayed
And we don't have to live in guilt or be ashamed
No we don't have to live in darkness and in pain
We can live a life of love and overcome
Cause Jesus overcame"
Holy Holy Holy Hosanna,1752026,"Holy, holy, holy, Lord
God of power and might
Heaven and earth are filled
With Your glory

Holy, holy, holy, Lord
God of power and might
Heaven and earth are filled
With Your glory

Hosanna! Hosanna!
In the highest
Hosanna! Hosanna!
In the highest

Hosanna!!!! Hosanna!!!!
In the highest!!

Oh, With Your glory
Glorious is your name
"
Jesus Messiah,5183443,"He became sin, who knew no sin
That we might become His righteousness
He humbled himself and carried the cross

Love so amazing, love so amazing

Jesus Messiah, name above all names
Blessed redeemer, Emmanuel
The rescue for sinners, the ransom from Heaven
Jesus Messiah, Lord of all

His body the bread, his blood the wine
Broken and poured out all for love
The whole earth trembled, and the veil was torn

Love so amazing, love so amazing, yeah

All our hope is in You, all our hope is in You
All the glory to You, God, the light of the world
"
King of Kings,,"All power and authority
Is given to the Son
And he sits at the right hand of majesty
He advances like a warrior
Like a soldier in his zeal
With a shout he prevails over his enemies

Glorious!
Arrayed in splendor, clothed in light
Victorious!
Worthy to receive all honor, and wisdom, and might

The forests bow before him
The mountains melt like wax
From his presence earth and heaven ﬂee away
Kings and principalities
Are subject to his name
His tongue like a sword his eyes a ﬂame

Magniﬁed!
Nations lift their voice to sing
Gloriﬁed!
All creation worships Jesus the King of all kings

Your kingdom everlasting, your rule will never end
Every knee will bow before you
And every tongue confess that you are Lord!

Jesus King of kings"
Let Our Praise To You Be As Incense,72477,"Let our praise to You be as incense
Let our praise to You be as pillars of Your throne
Let our praise to You be as incense
As we come before You and worship You alone

As we see You in Your splendour
As we gaze upon Your majesty
As we join the hosts of angels
And proclaim together Your holiness

Holy, holy, holy
Holy is the Lord
Holy, holy, holy
Holy is the Lord"
I Love You Lord,25266,"I love you, Lord
And I lift my voice
To worship You
Oh, my soul, rejoice!

Take joy my King
In what You hear
Let it be a sweet, sweet sound
In Your ear"
Jesus Draw Me Close,443680,"Jesus draw me close
Closer Lord to You
Let the world around me
Fade away
Jesus draw me close
Closer Lord to You
For I desire to worship and obey"
Stronger,5060810,"There is love that came for us
Humbled to a sinner's cross
You broke my shame and sinfulness
You rose again victorious

Faithfulness none can deny
Through the storm and through the fire
There is truth that sets me free
Jesus Christ who lives in me

You are stronger, You are stronger
Sin is broken, You have saved me
It is written, Christ is risen
Jesus You are Lord of all

No beginning and no end
You're my hope and my defense
You came to seek and save the lost
You paid it all upon the cross

You are stronger, You are stronger
Sin is broken, You have saved me
It is written, Christ is risen
Jesus You are Lord of all
There is none

So let Your name be lifted higher
Be lifted higher, be lifted higher
So let Your name be lifted higher
Be lifted higher, be lifted higher

You are stronger, You are stronger
Sin is broken, You have saved me
It is written, Christ is risen
Jesus You are Lord of all
"
Draw Me Close,1459484,"Draw me close to You
Never let me go
I lay it all down again
To hear You say that I’m Your friend

You are my desire
No one else will do
’Cause nothing else could ever take Your place
To feel the warmth of Your embrace
Help me find the way
Bring me back to You

You’re all I want
You’re all I’ve ever needed
You’re all I want
Help me know You are near"
All Glory Be To Christ,7008232,"Should nothing of our efforts stand
No legacy survive
Unless the Lord does raise the house
In vain its builders strive

To you who boast tomorrow's gain
Tell me, What is your life?
A mist that vanishes at dawn
All glory be to Christ!

All glory be to Christ our king!
All glory be to Christ!
His rule and reign we'll ever sing
All glory be to Christ!

His will be done, His kingdom come
On earth as is above
Who is Himself our daily bread
Praise Him, the Lord of love

Let living water satisfy
The thirsty without price
We'll take a cup of kindness yet
All glory be to Christ!

When on the day the great I Am
The faithful and the true
The Lamb who was for sinners slain
Is making all things new

Behold our God shall live with us
And be our steadfast light
And we shall e'er his people be
All glory be to Christ!"
What Child Is This,30983,"What child is this, who, laid to rest
On Mary's lap is sleeping?
Whom angels greet with anthems sweet
While shepherds watch are keeping?

Why lies He in such mean estate,
Where ox and ass are feeding?
Good Christian, fear: for sinners here
The silent Word is pleading.

This, this is Christ the King
Whom shepherds guard and angels sing
Haste, haste to bring him laud
The babe, the son of Mary

So bring him incense, gold, and myrrh
Come, peasant, king, to own him
The King of kings salvation brings
Let loving hearts enthrone him"
"Son of David, Have Mercy on Me",,"Open my eyes to see
Your grace poured out on me
I stumble as one blind
I will look to you and find
Mercy, in my time of need
Son of David have mercy on me

Place your hands upon my ears
Open them that I might hear
Healing words that bring forth life
I will listen and I’ll find
Mercy, in my time of need
Son of David have mercy on me

Do I wait for a proper time?
Or do I cry out in my need?
Do I risk stepping out of line?
Or do I hold my peace?
Whatever man may say
I don’t want to stay this way
With all that is within me
I will call upon your name... Jesus!

Strengthen my hands and feet
Make straight what’s bent in me
Set me free from all that binds
I will run to you and find
Mercy, in my time of need
Son of David have mercy on me"
Our Father,,"Our Father in heaven
Hallowed be thy name
May you be worshipped and honored
Throughout the world you made
Establish your kingdom
Let your will be done
As it is in heaven above us
Make it so in all the earth

Give us tomorrow’s bread
To sustain us here today
Let us taste the power of the age to come
In this present day

Release us from our debts
As we forgive
May we be mindful to offer
The mercy we’ve received

Deliver us from sin
And from the evil one
Help us live in the power of the age to come
Established in the way

Yours is the kingdom
Yours is the power
Yours is the glory
Forevermore
Forevermore"
Please Help Me Now,,"How long O Lord will you hide?
How long O Lord will you forget?
This burden I carry within is breaking me down
The light of my eyes grows dim; o God help me now
Please help me now..

How long must I counsel my soul
I’m filled with mourning all the day long
This sorrow deep down in my bones is breaking me down
The breath in my lungs grow faint, o God help me now
Please help me now..

O my God
You have called; so I have come
Just as I am
Weak and afraid; needing your grace
Please hear my prayer
You are humble and true
God I need you

O my soul, trust in the Lord
For his steadfast love, is forevermore
Sing my soul, for he is good
For his steadfast love, is forevermore"
Father of Lights,,"It’s for freedom Christ has set us free
We are saved by grace; redeemed from slavery
We’ve been pardoned; our guilt is washed away
We’re forgiven; our debt is fully paid

Every good and perfect gift
Flowing down from above
From the hand of our merciful Father
Father of lights
Ooh Father of lights

When bound in chains, held in captivity
Jesus paid the price for our liberty
Death has no claim; in Christ we’re made alive
We are born again, heirs of eternal life

Every good and perfect gift
Flowing down from above
From the hand of our merciful Father
Father of lights
Ooh Father of lights

Out of the riches of his grace
God is supplying all our need
Those the son sets free
Are free indeed!

Praise to the father
Father of lights
Who has given us all things
All things in Christ"
Amazing Grace,22025,"Amazing grace! how sweet the sound,
That saved a wretch; like me!
I once was lost, but now am found,
Was blind, but now I see.

’Twas grace that taught my heart to fear,
And grace my fears relieved;
How precious did that grace appear
The hour I first believed!

Through many dangers, toils and snares
We have already come
T'was Grace that brought us safe thus far
And Grace will lead us home

The Lord hath promised good to me,
His word my hope secures;
He will my shield and portion be
As long as life endures.

Yes, when this flesh and heart shall fail,
and mortal life shall cease:
I shall possess, within the veil,
a life of joy and peace.

When we’ve been there ten thousand years,
Bright shining as the sun,
We’ve no less days to sing God’s praise
Than when we first begun."
We Are One,,"We are yours; we are one
We have all been made partakers
of the life that's in your son
And we sing and rejoice
For new mercies every morning
and your everlasting love
Ooh Ooh
Ooh Ooh

We're your church; we are one
We are members of your body
from every tribe and tongue
And we join with one voice
In the anthem of the ages
rising to your throne above
Ooh Ooh
Ooh Ooh

As we gather in your name
you are with us here again ooh

One Lord, one faith; one God and Father over all
Through all, in all, in all
Through all, in all, in all

We are yours; it is done
We're adopted to your family
through the victory you've won
There is hope; there is joy
As we lift our hearts to worship
you with gratitude and love
Ooh Ooh
Ooh Ooh"
One True God,,"We call you Father, God over all.
The one from whom all life has come
The Creator of heavens reach, the one true God
So we worship, we worship, The Father Holy God
So we worship, we worship, The Father Holy God
You’re the one true God

We call you Jesus the one true son.
Our redeemer, Immanuel
The hope and peace for all to receive, the one true God
So we worship, we worship, The Son of God
So we worship, we worship, The Son of God
You’re the one true God

We call you Spirit, the spirit of God.
The power from heavens throne
The strength of the saints below, the one true God
So we worship, we worship, The Spirit of God
So we worship, we worship, The Spirit of God
You’re the one true God

What a holy mystery, my heart is stirred to praise thee
Father, Son, and Spirit, all my praise, To the one true God

So we worship, we worship, The Father, Spirit, Son
You’re the one true God"
Fairest Lord Jesus,27800,"Fairest Lord Jesus, ruler of all nature,
O thou of God and man the Son,
Thee will I cherish, thee will I honor,
thou, my soul's glory, joy, and crown.

Fairest Lord Jesus, ruler of all
Fairest Lord Jesus, ruler of all

Fair are the meadows,
fairer still the woodlands,
robed in the blooming garb of spring:
Jesus is fairer, Jesus is purer
who makes the woeful heart to sing.

Fair is the sunshine,
fairer still the moonlight,
and all the twinkling starry host:
Jesus shines brighter, Jesus shines purer
than all the angels heaven can boast.

Beautiful Savior!
Lord of all the nations!
Son of God and Son of Man!
Glory and honor, praise, adoration,
now and forevermore be thine."
The Victory,5990179,"On a hill, Your blood was spilled
Your brow, Your hands, Your feet
With nails and thorns the veil was torn
To make a way for me, You made a way for me

Jesus, Saviour, my God, my King, my Lord
Jesus, Saviour, the victory is Yours

Wrapped and bound, they laid You down
A perfect sacrifice
But in three days, the stone was rolled away
Forever You're alive, forever You're alive

Jesus, Saviour, my God, my King, my Lord
Jesus, Saviour, the victory is Yours, the victory is Yours

Death has been beaten
The grave has been conquered
Jesus is risen, life ever after
Death has been beaten
The grave has been conquered
Jesus is risen, life ever after"
His Mercy Is More,7065053,"What love could remember no wrongs we have done
Omniscient all knowing He counts not their sum
Thrown into a sea without bottom or shore
Our sins they are many His mercy is more

What patience would wait as we constantly roam
What Father so tender is calling us home
He welcomes the weakest the vilest the poor
Our sins they are many His mercy is more

What riches of kindness He lavished on us
His blood was the payment His life was the cost
We stood 'neath a debt we could never afford
Our sins they are many His mercy is more

Praise the Lord
His mercy is more
Stronger than darkness new every morn
Our sins they are many His mercy is more

"
Come Thou Long Expected,3606551,"Come, Thou long expected Jesus
Born to set Thy people free
From our fears and sins release us
Let us find our rest in Thee
Israel's strength and consolation
Hope of all the earth Thou art
Dear desire of every nation
Joy of every longing heart

Born Thy people to deliver
Born a child and yet a king
Born to reign in us forever
Now Thy gracious kingdom bring
By Thine own eternal spirit
Rule in all our hearts alone
By Thine all sufficient merit
Raise us to Thy glorious throne

Come, Thou long expected king
Fill our heart with gladness
Come, Thou long expected king
Fill our heart with gladness

Israel's strength and consolation
Hope of all the earth Thou art
Dear desire of every nation
Joy of every longing heart"
Joy To The World (Joyful Joyful),7128618,"Joy to the world the Lord is come
Let earth receive her king
Let every heart prepare Him room
And heaven and nature sing
And heaven and nature sing
And heaven and Heaven and nature sing

We will sing, sing, sing
Joy to the world
We will sing, sing, sing
Joy to the world the savior reigns

Let men their songs employ
While fields and floods rocks hills and plains
Repeat the sounding joy
Repeat the sounding joy
Repeat, repeat the sounding joy

We will sing, sing, sing
Joy to the world
We will sing, sing, sing
He rules the world with truth and grace

And makes the nations prove
The glories of His righteousness
And wonders of His love
And wonders of His love
And wonders, wonders of His love

Joy to the world
We will sing, sing, sing

Joyful, joyful we adore Thee
God of glory, Lord of love
And hearts unfold like flowers before Thee
Opening to the sun above"
